geo,time,pop1,pop2,pop3,pop4,pop5
png,1830,354960484,1718709,71975,113371,496959
pry,1830,1083145321,1992571,692518,66881,1638386
per,1830,341154599,1533104,453137,46296,303767
phl,1830,554401791,1600365,1593633,37919,1675491
pol,1830,323929676,1521751,1001330,112761,1558243
prt,1830,210908891,1532699,1151837,3660,976450
qat,1830,586220733,683010,716307,69638,775326
rou,1830,1165124856,322081,1647499,30884,271753
rus,1830,1227418837,282362,172624,30277,1220341
rwa,1830,780106876,1961586,1751,43192,16893
sau,1830,623189995,1145989,804352,916,1095149
sen,1830,1062331419,1010498,1023454,122644,1765291
srb,1830,998015458,120111,1068423,68486,880177
sle,1830,1215923542,437567,1806639,41608,959604
sgp,1830,825110085,294949,1763223,105645,1488357
svk,1830,880278116,846394,479232,85121,1149552
svn,1830,115284198,829974,160044,56396,1764156
slb,1830,356011382,1133339,1274136,28555,1489243
som,1830,769043841,1175045,1743060,82262,1931613
zaf,1830,302751325,964275,442299,2018,1046308
kor,1830,900217816,1008445,1596487,54419,189910
sds,1830,170275887,505236,252753,22955,964974
esp,1830,871280820,1930773,1371556,43753,213115
lka,1830,397193822,1845638,1345595,42175,318324
sdn,1830,540605722,1364007,606653,106147,250757
sur,1830,290270076,829377,1076812,39294,1981254
swz,1830,1078691121,415707,476209,128852,1050020
swe,1830,913808788,231067,641925,127264,420411
che,1830,328196310,701355,1759792,47089,1727155
syr,1830,419747516,1143766,15041,65861,260904
tjk,1830,1356970658,412690,1379941,104194,1183364
tza,1830,84101503,1231414,1445539,50298,1913528
tha,1830,117564111,711300,1469046,1139,294666
tls,1830,293500752,1046400,1068575,6509,1735344
tgo,1830,1312605202,589506,373081,76802,345483
tto,1830,859095794,1341196,170691,69653,526731
tun,1830,746429866,357762,1370859,127808,1976776
tur,1830,1362534390,1879508,719066,9809,1563679
tkm,1830,784687023,1393902,1198622,57951,1249531
uga,1830,631405349,184059,1194328,125182,1601994
ukr,1830,1024629273,903633,126191,123449,1920053
are,1830,1272830580,300976,355814,1961,850414
gbr,1830,1221609632,763538,601671,36988,1862140
usa,1830,722477127,1607013,1227776,97794,169456
ury,1830,563755088,1812604,37120,60883,1128984
uzb,1830,144306590,667482,697583,79884,1020508
ven,1830,1295048278,3783,1433681,97927,1589255
vnm,1830,565424431,1704998,1772007,4119,1966006
pse,1830,396385499,1143774,5731,60495,1821291
yem,1830,309873030,630204,1875686,42288,252051
zmb,1830,1093371469,1037517,1111685,3501,353458
zwe,1830,321232260,889516,212752,126217,420403
afg,1831,325056316,727140,970861,27506,409054
alb,1831,417192863,1858498,680908,34307,1944532
dza,1831,468576110,1987025,955857,63013,298778
ago,1831,1376995360,939151,1368451,4826,376054
arg,1831,1177061095,1935806,1505226,76147,637404
arm,1831,1177685086,180488,167142,3952,676118
aus,1831,328994826,1963261,492694,100334,1753553
aut,1831,835303887,1071917,1477866,83088,1839118
aze,1831,144098583,1288985,1750655,9855,677213
bhr,1831,399464022,1085678,803364,9916,1142499
bgd,1831,717811219,1839180,1252011,22199,779827
blr,1831,1394977940,612626,1102844,14142,1573260
bel,1831,168669078,509735,226318,93048,1439260
ben,1831,1363847586,1746161,1799139,118538,1650808
btn,1831,1170105187,498101,161416,121500,319846
bol,1831,696456434,1962083,1448440,127015,939337
bih,1831,496542378,1667586,68462,104027,1975311
bwa,1831,754154054,630123,379708,49406,674887
bra,1831,251360986,913518,496018,2242,75483
bgr,1831,978745567,650730,881364,89622,564312
bfa,1831,121768026,191708,960913,31246,129835
bdi,1831,485220700,1888594,548626,109916,1765235
khm,1831,179090577,695324,1843805,125249,185438
cmr,1831,791367746,1553367,910543,48209,561326
can,1831,942782221,265084,430645,89201,217342
cpv,1831,1202413802,1819383,89331,33549,758182
caf,1831,78140673,1529143,1854184,114375,1163614
tcd,1831,956038803,174615,1010495,42476,987324
chl,1831,1068596022,371216,1421849,80711,1761525
chn,1831,458639734,72169,789026,115409,1958745
col,1831,226445207,1054249,357317,101720,1511556
com,1831,737059480,382646,407680,97264,1048857
cod,1831,1385543202,207360,1537562,116749,579645
cog,1831,160630460,557139,807634,4931,1775015
cri,1831,567280250,272154,1097698,28457,115317
civ,1831,868631180,545559,1183531,40260,143092
cub,1831,525675009,1519415,142819,129278,851297
cyp,1831,324149128,1426083,775866,117446,659262
cze,1831,794722634,1236166,721650,52907,1018423
dnk,1831,1270013789,440099,112940,113807,1190894
dji,1831,939892350,1158188,1989593,126038,169878
dom,1831,513502139,225346,1644714,110645,727535
ecu,1831,394833435,647816,1672270,89433,1808318
egy,1831,1096573184,1118615,782907,34954,323783
slv,1831,392181517,829292,1444454,38114,841037
gnq,1831,101328117,599988,1721392,76399,1518959
eri,1831,1326560233,673133,333341,74592,1114853
est,1831,51856680,1164260,607736,107424,818550
eth,1831,1018975886,1466172,1801724,74466,392487
fji,1831,1396305483,1078799,1172057,71015,1909901
fin,1831,1327707018,895098,663197,53527,1545862
fra,1831,1149578208,569403,818297,45391,118205
gab,1831,203051233,1916845,260363,10315,1078308
gmb,1831,1215470589,782201,1321975,47645,304106
geo,1831,652336794,415185,826390,28078,971307
deu,1831,489820743,17469,1496771,10933,1409124
gha,1831,448129811,1611244,73872,18742,471405
grc,1831,1282843989,1433832,800249,89021,1574457
gtm,1831,217273627,1716235,847671,2133,1502922
gin,1831,568027518,1713957,1163803,45810,1878218
gnb,1831,665214298,558002,622761,120008,1097397
guy,1831,906087155,375808,1561902,54987,225144
hti,1831,230161719,1601571,1770387,31149,473155
hnd,1831,160601822,1969824,319872,103120,1200400
hun,1831,898067104,1286633,1112123,125477,110921
ind,1831,949070391,87958,1288223,115769,1589802
idn,1831,645353917,422889,1350837,104644,1761287
irn,1831,207667497,826872,1316792,126447,1415380
irq,1831,1017420057,924304,208454,86007,342579
irl,1831,203152258,767634,920815,122995,440301
isr,1831,25797118,645992,66392,90709,1928024
ita,1831,856749760,998863,477821,74270,816216
jam,1831,652582986,692110,921756,75287,455629
jpn,1831,1239940354,1115193,383490,96590,1441876
jor,1831,1344873992,555711,1069922,32490,1247703
kaz,1831,933744145,571495,1210006,43215,487899
ken,1831,1137526246,1761112,956361,118873,1658299
kwt,1831,207678557,1355811,466825,31784,556960
kgz,1831,1072924147,1453711,1745286,3352,148887
lao,1831,381988022,782541,1681755,54724,91414
lva,1831,500803838,403068,1379879,31525,317343
lbn,1831,617312039,1876637,3364,106502,1901492
lso,1831,96738645,1001439,1017488,38047,1761969
lbr,1831,195462289,410197,1747821,2948,947098
lby,1831,264132630,462732,1486879,104941,1446365
ltu,1831,1351903752,23065,1889683,122457,1587906
lux,1831,263534674,1027268,1411510,61081,1276969
mkd,1831,168509139,523573,1398305,86958,1787596
mdg,1831,639193126,1317835,924953,122573,1662500
mwi,1831,887558227,1052832,411209,24075,1522490
mys,1831,250426268,1170978,1369339,20192,473078
mli,1831,356651793,1502763,157494,13833,316641
mrt,1831,1386059731,1386751,390941,12051,1614108
mus,1831,255208998,109621,941734,16580,877379
mex,1831,147551872,1359760,937058,83431,161376
mda,1831,676965476,1343204,345238,53105,678233
mng,1831,1201344517,1507881,1621124,64880,1230775
mne,1831,1384879651,971015,1555799,96353,1408675
mar,1831,839677080,735907,1220711,28926,1754470
moz,1831,1131498296,857586,1236005,120931,16944
mmr,1831,1246963183,458967,1287687,120046,1878110
nam,1831,726707437,25713,155994,30956,1931196
npl,1831,674092510,554220,1478003,88694,1751540
nld,1831,237032673,1589737,1405809,53067,378668
nzl,1831,901957746,549414,1460396,10277,817583
nic,1831,1226331680,1994529,439027,42250,1256144
ner,1831,1290944882,1001132,1916671,108867,1151026
nga,1831,723542793,1291122,1016796,25861,131913
prk,1831,413083998,712875,584443,96457,135524
nor,1831,486770200,40815,96035,45676,218103
omn,1831,1030565173,1543803,462085,6890,634617
pak,1831,57215787,999923,1676984,124116,1722089
pan,1831,252376329,1972598,1102390,15083,1898168
png,1831,673713984,507360,930951,98561,1896365
pry,1831,293518915,50646,1581632,64721,607936
per,1831,662009830,556663,84989,63576,1870274
phl,1831,1036311223,11714,319020,92714,1780300
pol,1831,1162011999,1185735,1076287,79550,1441279
prt,1831,486633738,1059020,1454013,77620,955390
qat,1831,1274124067,1490854,1040328,25996,58538
rou,1831,1013588494,169399,1675666,74191,844288
rus,1831,1377456446,1359495,408139,8675,502495
rwa,1831,22729986,919698,1607451,65519,789518
sau,1831,667091936,1327451,595098,17834,1214080
sen,1831,520309196,1848448,698247,82478,1866228
srb,1831,1366411924,1340578,662158,129200,690224
sle,1831,448347691,1544919,305514,53036,1149507
sgp,1831,638215842,45766,495297,26586,1527906
svk,1831,1140875133,1601774,1479039,40081,1479542
svn,1831,1271266218,1469871,1377575,62326,1470265
slb,1831,270650146,691155,1482551,31993,1950834
som,1831,1074448047,1435335,41985,97335,464551
zaf,1831,879679426,946807,1139946,26674,244159
kor,1831,1135311175,1697783,1836466,24112,515185
sds,1831,56103646,1968959,664115,120401,1523191
esp,1831,1117800007,1340947,1254897,76645,537209
lka,1831,258638621,1032974,1689682,123508,1085439
sdn,1831,498057818,1301322,1181321,44166,150817
sur,1831,1296807300,1488391,1879916,119942,487903
swz,1831,1367921117,1991601,961222,72585,1508124
swe,1831,1339651343,508145,1695070,123486,952800
che,1831,822147114,1337673,1468844,18762,436834
syr,1831,12521240,345790,480637,53414,1709045
tjk,1831,968827781,357654,1786520,73320,67874
tza,1831,203818315,1978104,17259,127020,1655566
tha,1831,490685188,1071839,1667649,83806,1760500
tls,1831,1195899587,167097,1924703,6740,661197
tgo,1831,1254560310,1161177,764405,3736,59030
tto,1831,582743603,1530644,1379897,88207,1100516
tun,1831,26635711,1135974,1658276,7109,309372
tur,1831,861764661,1037103,1212375,112680,753535
tkm,1831,1182042163,1972997,722096,89966,1550632
uga,1831,554120671,698586,1661496,35127,1084108
ukr,1831,1257139657,196830,1097942,57070,1625870
are,1831,1266804727,962312,579178,106478,812600
gbr,1831,887595370,1373511,173302,67489,133814
usa,1831,939985333,1094040,1814132,130292,275287
ury,1831,606896186,290479,259765,35896,1060579
uzb,1831,1296974442,203249,219836,73108,1962731
ven,1831,835726905,1725549,1176582,117308,1735656
vnm,1831,1348842218,360113,549699,50864,593331
pse,1831,231469437,1720771,1385194,122401,1833109
yem,1831,752881763,1131605,203954,55194,1841873
zmb,1831,582487285,1335955,145102,114488,473008
zwe,1831,1259071320,772379,334435,81287,1176182
afg,1832,291913746,26270,20466,127590,258995
alb,1832,750068686,1640852,1670062,97640,796253
dza,1832,231631276,238522,436256,91938,1772721
ago,1832,952031053,64320,1670110,105314,335234
arg,1832,1385974026,1161327,1604970,123884,457240
arm,1832,1074597240,922429,1657055,113353,477754
aus,1832,160445104,67544,465438,67317,1699919
aut,1832,494899409,940795,1130085,18750,996475
aze,1832,503356837,1573158,151533,96924,1062033
bhr,1832,617173319,738394,859215,35816,364146
bgd,1832,232306419,1405111,1635303,17920,1482955
blr,1832,124318672,807915,984372,96435,112919
bel,1832,1034833890,1044040,1867343,128083,1070582
ben,1832,809690617,261887,1824651,104214,883837
btn,1832,565617400,527163,801274,98743,606137
bol,1832,133293422,1333124,104931,123251,149385
bih,1832,1387649314,1163704,544504,13421,433835
bwa,1832,941844116,1693043,1324025,22709,115388
bra,1832,232077574,1759270,1136845,114193,217685
bgr,1832,1371360945,1697529,1469328,85239,326834
bfa,1832,378503481,1935612,1283598,99697,969156
bdi,1832,1380128536,1100289,1749586,37787,914227
khm,1832,1358143770,707816,391339,80960,1180178
cmr,1832,1027239672,819018,327775,110263,1291989
can,1832,570065362,631665,746418,94597,1107132
cpv,1832,752507782,1449181,1085799,83420,1414616
caf,1832,929385292,857894,731980,113818,709388
tcd,1832,544104081,927285,111741,8998,1316424
chl,1832,739055859,189466,498510,65136,854309
chn,1832,586194994,1533667,588393,13456,483725
col,1832,769760535,1297037,1218868,38024,1126340
com,1832,1114927476,1947848,1193667,9712,371283
cod,1832,106264721,1285624,394344,3648,861710
cog,1832,57433842,639734,1761228,59585,908104
cri,1832,1362545325,139172,1743421,108454,1111989
civ,1832,1260304896,1294117,1880074,73903,42397
cub,1832,460498440,108172,814043,68685,574041
cyp,1832,991273933,128923,225919,4935,728109
cze,1832,494134300,594499,1501271,55961,13273
dnk,1832,409481100,437333,1581871,101705,1949462
dji,1832,517862015,481656,1329521,25232,1444783
dom,1832,414173641,1518960,291356,3911,1000137
ecu,1832,1101214681,1902810,657834,62302,20165
egy,1832,448383524,1915748,282762,95667,1549968
slv,1832,773819645,1547411,162249,79190,1694548
gnq,1832,428365516,1866694,134935,13821,964476
eri,1832,1207838852,1670217,309495,123677,100659
est,1832,1384912520,1771204,1636282,14461,1503296
eth,1832,1089288010,875682,1904296,80272,98245
fji,1832,1216682331,1737218,349733,58570,998917
fin,1832,1051190224,449222,762432,11018,1183215
fra,1832,652560283,236794,817982,66891,461613
gab,1832,723995795,809498,220920,52745,1151682
gmb,1832,742791868,1731901,1130268,120571,1053217
geo,1832,1276061623,264092,161041,36047,1414264
deu,1832,693247835,620094,889361,95807,1312104
gha,1832,169541287,1300473,1436340,24925,1039173
grc,1832,626292866,847573,126334,43669,1887074
gtm,1832,461250507,697826,1683302,81791,1194788
gin,1832,409007081,498518,1665349,48636,666030
gnb,1832,446566655,695759,1757418,79715,1358304
guy,1832,316247761,1237776,86381,53285,1352023
hti,1832,1024095704,892738,1045742,60892,198454
hnd,1832,288682362,991211,281939,10239,1893703
hun,1832,1067554918,1856830,269349,5874,1065251
ind,1832,730888974,1098024,225065,47578,1038224
idn,1832,1193376081,1605653,321187,95147,1457001
irn,1832,1365449891,132306,273848,9191,1453466
irq,1832,626369725,636042,512477,34401,664681
irl,1832,1037915184,1499129,68776,73445,720741
isr,1832,34321983,1783262,1369161,73805,575184
ita,1832,440083599,1703190,263202,127422,926641
jam,1832,510761963,499778,569426,69022,1305917
jpn,1832,1037721791,659117,257980,20246,1219693
jor,1832,952574152,1851312,1289286,116378,230294
kaz,1832,584215296,56091,958700,18998,654641
ken,1832,355745111,132187,1641062,85552,483051
kwt,1832,798461253,775376,800424,34570,145014
kgz,1832,1300835506,882189,767505,55885,60428
lao,1832,105242876,431872,1641745,108419,1045974
lva,1832,1125809133,325775,1107194,122279,1181443
lbn,1832,746147975,1290900,564636,112565,229363
lso,1832,1071822827,364685,86522,52450,582365
lbr,1832,1109000141,1327752,347589,113852,82218
lby,1832,391610513,263084,1406364,31472,1268240
ltu,1832,438521002,1188122,842284,76826,1168095
lux,1832,434867185,1802443,289121,93011,861479
mkd,1832,2934274,80389,614733,68365,737189
mdg,1832,419564929,1848897,1022832,26649,1519747
mwi,1832,126363814,352343,420253,80520,1948083
mys,1832,1088353116,463220,737529,73638,999030
mli,1832,867494995,1236628,1115339,66762,297431
mrt,1832,622354914,1475934,90995,70913,1168451
mus,1832,901374076,1155485,343594,42359,1900171
mex,1832,1318931408,1699168,1561411,19018,399182
mda,1832,307551168,7743,1534526,34667,1674417
mng,1832,651794130,298414,1266033,27942,1173849
mne,1832,1264881289,647961,807050,97881,588655
mar,1832,458234976,1149838,1002261,23434,1567085
moz,1832,754808946,1803383,1146001,69122,1906719
mmr,1832,1325282910,1322373,287748,13190,1675115
nam,1832,775064493,483517,1448480,6466,1573008
npl,1832,1222771129,1635638,500596,122397,1913545
nld,1832,334051411,1913144,837166,16700,307095
nzl,1832,1014043773,506960,1817108,125622,1015782
nic,1832,1127607916,1159752,504389,58410,430231
ner,1832,1215243347,467355,628164,34104,1049752
nga,1832,306482129,306745,1366317,56066,1530963
prk,1832,1064740332,146210,1883778,18998,912582
nor,1832,1222639249,1547969,378682,3639,626777
omn,1832,526621878,748408,1731597,95621,1128054
pak,1832,747655016,868966,1085706,94165,1634550
pan,1832,238558773,1150117,1933595,42461,783530
png,1832,1088575435,272640,227714,66117,814404
pry,1832,1397251448,1732947,350960,114624,1008103
per,1832,1115880148,1009013,277717,42214,1173522
phl,1832,1213848703,427501,339728,105785,126789
pol,1832,873706525,711271,1212586,100503,1911995
prt,1832,1360299844,1308429,1456678,21886,728556
qat,1832,800336020,1916837,498280,102712,374711
rou,1832,1095433709,1163553,197521,113881,405091
rus,1832,330598837,1711259,1996226,107929,1405840
rwa,1832,971563119,1652021,1857352,116299,640435
sau,1832,743230064,1299946,184839,117559,280398
sen,1832,1357692384,820494,1226481,121162,1259042
srb,1832,811462517,599198,1505414,45652,1919297
sle,1832,1080411765,1010248,569493,20768,1967891
sgp,1832,848271456,1623820,541786,9520,97682
svk,1832,587517208,1896844,1154261,13782,95740
svn,1832,817683524,550304,156261,106687,1805363
slb,1832,1084087507,1451537,156763,52973,1820932
som,1832,193403725,334845,357166,37446,610587
zaf,1832,940844636,1532881,788465,9436,187613
kor,1832,158706060,259531,626470,80500,1871458
sds,1832,910903493,620004,1860767,127272,990842
esp,1832,13850307,1074435,877769,110143,1428820
lka,1832,914310640,1162591,280652,50966,1516028
sdn,1832,176265885,1016346,1738880,53534,1518724
sur,1832,1325437230,1117735,702283,80098,1247751
swz,1832,457405244,142999,1088856,44458,99240
swe,1832,1000449469,1227395,758687,116729,786009
che,1832,730217076,1175443,977005,77546,1631782
syr,1832,1066493501,1901414,992222,71759,977654
